Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
range rover sports for sale,35,35,390,15,0.26,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,89,"[32,32,26,39,32,39,32,72,39,32,32,32]",2025-08-26,"Local pack, Image pack, Video, Image, Find results on, Related searches",transactional,Organic
aston martin db 11,10,10,390,30,0.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,1,0,0.00,0.63,8640000,"[7,5,5,36,5,16,3,10,20,5,4,4]",2025-09-01,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",Organic
mclaren technology centre address,46,46,390,31,0.00,https://www.grange.co.uk/mclaren/technology-centre,0,0,0.00,0,14000000,"[81,54,81,100,81,44,54,54,54,54,54,54]",2025-08-29,"Image pack, Video, Related searches, AI overview",informational,Organic
al10 9us,9,9,390,22,0.00,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,9,0.04,0.00,0.08,66,"[54,66,66,54,66,66,54,44,44,36,44,29]",2025-08-28,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Organic
al10 9us,2,2,390,22,0.00,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,51,0.25,0.00,0.08,66,"[54,66,66,54,66,66,54,44,44,36,44,29]",2025-08-28,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Organic
vacancies land rover,82,82,390,18,0.29,https://careers.grange.co.uk/vacancies?category=&franchise=Jaguar+Land+Rover&location=,0,0,0.00,0.04,10700000,"[81,66,81,81,66,66,81,28,23,81,81,44]",2025-08-30,"Image pack, Sitelinks, Video, Jobs search, Related searches",commercial,Organic
vacancies land rover,25,25,390,18,0.29,https://careers.grange.co.uk/vacancies,0,0,0.00,0.04,10700000,"[81,66,81,81,66,66,81,28,23,81,81,44]",2025-08-30,"Image pack, Sitelinks, Video, Jobs search, Related searches",commercial,Organic
ineos automotive limited,29,29,390,39,0.00,https://www.grange.co.uk/ineos-grenadier,0,0,0.00,0.16,11000000,"[81,28,100,81,23,66,81,54,81,81,54,35]",2025-09-10,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
soltera,27,27,390,34,3.19,https://www.grange.co.uk/subaru/new-cars/solterra,0,0,0.00,0.01,6660000,"[72,9,72,100,48,26,26,26,32,26,26,21]",2025-09-02,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",Organic
how much is an aston martin,14,14,390,24,0.45,https://www.grange.co.uk/aston-martin/new-cars,1,0,0.00,0.79,81200000,"[44,54,54,54,54,54,54,36,54,54,54,54]",2025-09-08,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
brentwood automotive,55,55,390,26,0.78,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,0,0,0.00,0.32,13000000,"[59,39,39,48,39,39,48,26,14,39,17,14]",2025-09-06,"Local pack, Image pack, Video, Image, Find results on, Related searches",commercial,Organic
brentwood automotive,8,8,390,26,0.78,https://www.grange.co.uk/jaguar/find-a-dealer/jaguar-brentwood,5,0.02,3.00,0.32,13000000,"[59,39,39,48,39,39,48,26,14,39,17,14]",2025-09-06,"Local pack, Image pack, Video, Image, Find results on, Related searches",commercial,Organic
landriver,16,16,390,79,1.21,https://www.grange.co.uk/land-rover,0,0,0.00,0.82,96500000,"[16,31,25,20,16,16,20,16,16,25,16,25]",2025-08-30,"Local pack, Top stories, Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches, See results about, Ads middle",navigational,Organic
mercedes benz of gatwick,39,39,390,17,1.38,https://www.grange.co.uk/used-cars/mercedes-benz/doves-gatwick,0,0,0.00,0.33,77,"[44,36,66,36,66,44,81,66,54,36,81,19]",2025-08-22,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic
mercedes benz of gatwick,23,23,390,17,1.38,https://www.grange.co.uk/used-cars/mercedes-benz/volvo-gatwick,0,0,0.00,0.33,77,"[44,36,66,36,66,44,81,66,54,36,81,19]",2025-08-22,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic
mclaren dealership,49,49,390,35,1.74,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,0,0,0.00,0.56,10,"[3,7,3,3,3,5,8,8,5,3,7,7]",2025-11-10,"Local pack, Image pack, Video, Image, Ads bottom, People also ask, Find results on, Related searches",commercial,Image pack
mclaren dealership,38,38,390,35,1.74,https://www.grange.co.uk/mclaren/new-cars,0,0,0.00,0.56,10,"[3,7,3,3,3,5,8,8,5,3,7,7]",2025-11-10,"Local pack, Image pack, Video, Image, Ads bottom, People also ask, Find results on, Related searches",commercial,Organic
mclaren dealership,13,13,390,35,1.74,https://www.grange.co.uk/mclaren/find-a-dealer,0,0,0.00,0.56,10,"[3,7,3,3,3,5,8,8,5,3,7,7]",2025-11-10,"Local pack, Image pack, Video, Image, Ads bottom, People also ask, Find results on, Related searches",commercial,Organic
mclaren dealership,2,2,390,35,1.74,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,3,0.01,5.00,0.56,10,"[3,7,3,3,3,5,8,8,5,3,7,7]",2025-11-10,"Local pack, Image pack, Video, Image, Ads bottom, People also ask, Find results on, Related searches",commercial,Organic
lamborghini green,14,14,390,21,0.00,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/green,1,0,0.00,0.64,177000000,"[30,30,30,24,24,24,30,30,45,55,24,16]",2025-08-17,"Image pack, Video, Image, Related searches",informational,Organic
new continental,17,17,390,47,0.45,https://www.grange.co.uk/bentley/new-cars/continental-gt,0,0,0.00,0.12,520000000,"[81,23,36,29,36,36,81,66,66,100,36,54]",2025-08-30,"Local pack, Image pack, Sitelinks, Video, Find results on, Related searches","commercial, navigational",Image pack
range rover second hand uk,41,41,390,23,0.43,https://www.grange.co.uk/land-rover,0,0,0.00,1,70700000,"[66,36,44,44,44,44,54,54,66,54,66,54]",2025-09-07,"Image pack, Sitelinks, Image, Related searches",commercial,Organic
range rover second hand uk,17,17,390,23,0.43,https://www.grange.co.uk/land-rover/used-cars/land-rover,1,0,0.00,1,70700000,"[66,36,44,44,44,44,54,54,66,54,66,54]",2025-09-07,"Image pack, Sitelinks, Image, Related searches",commercial,Organic
phantom rr,36,36,390,47,0.63,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,0,0,0.00,0.36,32300000,"[5,100,10,10,36,13,16,24,45,67,30,30]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
phantom rr,19,19,390,47,0.63,https://www.grange.co.uk/rolls-royce/new-cars/phantom,0,0,0.00,0.36,32300000,"[5,100,10,10,36,13,16,24,45,67,30,30]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
range rover sport edition,48,48,390,10,0.97,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,175000000,"[2,2,2,2,2,2,44,100,100,81,81,100]",2025-08-28,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
range rover sport edition,30,30,390,10,0.97,https://www.grange.co.uk/land-rover/new-cars/range-rover-sport,0,0,0.00,1,175000000,"[2,2,2,2,2,2,44,100,100,81,81,100]",2025-08-28,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
approved used range rover sport,52,52,390,26,0.79,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,91,"[54,44,54,66,66,66,81,54,81,66,100,81]",2025-08-15,"Image pack, Sitelinks, Image, Related searches",commercial,Organic
approved used range rover sport,36,36,390,26,0.79,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,1,91,"[54,44,54,66,66,66,81,54,81,66,100,81]",2025-08-15,"Image pack, Sitelinks, Image, Related searches",commercial,Organic
bentley sussex,94,94,390,15,1.03,https://www.grange.co.uk/bentley/find-a-dealer/bentley-sussex,0,0,0.00,0.65,2620000,"[81,66,66,81,81,81,81,54,100,66,66,35]",2025-09-01,"Local pack, Image pack, Sitelinks, Image, Ads top, Find results on, Related searches",commercial,Image pack
bentley sussex,5,5,390,15,1.03,https://www.grange.co.uk/bentley,9,0.04,9.00,0.65,2620000,"[81,66,66,81,81,81,81,54,100,66,66,35]",2025-09-01,"Local pack, Image pack, Sitelinks, Image, Ads top, Find results on, Related searches",commercial,Organic
bentley sussex,1,1,390,15,1.03,https://www.grange.co.uk/bentley/find-a-dealer/bentley-sussex,25,0.12,25.00,0.65,2620000,"[81,66,66,81,81,81,81,54,100,66,66,35]",2025-09-01,"Local pack, Image pack, Sitelinks, Image, Ads top, Find results on, Related searches",commercial,Organic
range rover sport used cars for sale,24,24,390,25,0.43,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,45000000,"[26,39,48,88,48,59,26,39,32,32,32,26]",2025-08-28,"Local pack, Image pack, Image, Find results on, Related searches",transactional,Organic
who owns mclaren cars,20,20,390,45,0.00,https://www.grange.co.uk/mclaren/heritage,0,0,0.00,0,54900000,"[20,20,20,30,36,76,30,20,24,20,45,20]",2025-08-26,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",informational,Organic
jobs at pendragon plc,80,80,320,23,0.00,https://careers.grange.co.uk/,0,0,0.00,0,91,"[0,0,0,100,81,44,54,19,15,44,36,23]",2025-09-05,"Image pack, Jobs search, Related searches",commercial,Organic
evoque range rover 2018,89,89,320,21,0.35,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,19900000,"[66,66,100,100,100,100,53,7,2,100,100,100]",2025-09-02,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
lamborghini svj roadster,16,16,320,26,0.00,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/aventador-svj-roadster,0,0,0.00,0.34,4720000,"[54,54,44,35,35,44,54,35,54,54,81,54]",2025-09-12,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
595 abarth competizione,31,31,320,25,0.33,https://www.grange.co.uk/used-cars/abarth-595-competizione,0,0,0.00,0.94,1940000,"[7,72,11,17,21,32,17,17,100,11,17,88]",2025-08-28,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",transactional,Organic
jaguar apprenticeships,32,32,320,12,0.19,https://careers.grange.co.uk/apprenticeships,0,0,0.00,0.11,473000,"[23,44,54,44,44,44,67,67,36,23,23,23]",2025-08-27,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
e tipo,9,9,320,21,0.00,https://www.grange.co.uk/fiat/offers,7,0.03,0.00,0,1530000000,"[81,100,81,81,100,54,29,100,66,43,14,54]",2025-11-06,"Image pack, Sitelinks, Video, Related searches",informational,Organic
scrambler 900,25,25,320,12,0.65,https://www.grange.co.uk/triumph/used-cars/triumph/scrambler-900,0,0,0.00,0.27,13200000,"[66,82,53,66,53,66,100,66,82,100,82,100]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
2nd hand range rover evoque for sale,32,32,320,24,0.46,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-evoque?branch=land-rover-hatfield%3Fpage%3D3,0,0,0.00,1,9500000,"[0,0,100,100,81,0,12,19,29,23,10,67]",2025-08-23,"Local pack, Image pack, Image, Find results on, Related searches",transactional,Organic
ramge rover,19,19,320,67,0.66,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.67,270000000,"[5,5,5,5,7,5,8,5,7,8,7,7]",2025-08-19,"Knowledge panel, Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Find results on, Related searches",informational,Organic
ramge rover,17,17,320,67,0.66,https://www.grange.co.uk/land-rover,0,0,0.00,0.67,270000000,"[5,5,5,5,7,5,8,5,7,8,7,7]",2025-08-19,"Knowledge panel, Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Find results on, Related searches",informational,Organic
careers lamborghini,17,17,320,28,0.00,https://careers.grange.co.uk/,0,0,0.00,0,24900000,"[43,54,66,54,81,54,100,43,29,81,66,54]",2025-08-23,"Image pack, Video, Related searches",commercial,Organic
careers lamborghini,3,3,320,28,0.00,https://careers.grange.co.uk/lamborghini,5,0.02,0.00,0,24900000,"[43,54,66,54,81,54,100,43,29,81,66,54]",2025-08-23,"Image pack, Video, Related searches",commercial,Organic
range rover hatfield,23,23,320,16,1.07,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,0,0,0.00,0.93,56,"[54,54,54,54,54,35,54,54,66,66,66,66]",2025-08-20,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Image pack
range rover hatfield,23,23,320,16,1.07,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,0,0,0.00,0.93,56,"[54,54,54,54,54,35,54,54,66,66,66,66]",2025-08-20,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Image pack
range rover hatfield,23,23,320,16,1.07,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,0,0,0.00,0.93,56,"[54,54,54,54,54,35,54,54,66,66,66,66]",2025-08-20,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Image pack
range rover hatfield,3,3,320,16,1.07,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,26,0.13,27.00,0.93,56,"[54,54,54,54,54,35,54,54,66,66,66,66]",2025-08-20,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Organic
range rover hatfield,1,1,320,16,1.07,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,79,0.4,84.00,0.93,56,"[54,54,54,54,54,35,54,54,66,66,66,66]",2025-08-20,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Organic
bentley continental gt 2024,41,41,320,38,1.30,https://www.grange.co.uk/bentley/new-cars/continental-gt,0,0,0.00,0.82,10200000,"[81,81,100,100,66,66,54,35,28,23,28,18]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
ranger rover sport,39,39,320,17,0.79,https://www.grange.co.uk/land-rover/new-cars/range-rover-sport,0,0,0.00,1,202000000,"[10,13,100,10,10,10,16,16,4,10,16,8]",2025-08-28,"Image pack, Sitelinks, Video, Image, Ads top, Related searches, Discussions and forums",commercial,Organic
ranger rover sport,15,15,320,17,0.79,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,202000000,"[10,13,100,10,10,10,16,16,4,10,16,8]",2025-08-28,"Image pack, Sitelinks, Video, Image, Ads top, Related searches, Discussions and forums",commercial,Organic
hyundai getz car,20,20,320,28,0.35,https://www.grange.co.uk/used-cars/hyundai/getz,0,0,0.00,0.58,14200000,"[7,20,7,8,5,68,7,20,16,11,11,11]",2025-08-26,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
toyota bolton used cars,36,36,320,22,0.52,https://www.grange.co.uk/used-cars/toyota/bolton-motor-park-abarth-fiat-and-mazda,0,0,0.00,0.85,1010000,"[66,66,82,66,43,53,100,82,100,100,82,82]",2025-09-02,"Knowledge panel, Image pack, Image, People also ask, Related searches","informational, transactional",Organic
rangrover,36,36,320,63,0.66,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.67,254000000,"[10,13,13,10,13,10,13,10,16,20,13,13]",2025-08-24,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, Find results on, Related searches, See results about",informational,Organic
rangrover,24,24,320,63,0.66,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover,0,0,0.00,0.67,254000000,"[10,13,13,10,13,10,13,10,16,20,13,13]",2025-08-24,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, Find results on, Related searches, See results about",informational,Organic
lamborghini careers,20,20,320,25,0.00,https://careers.grange.co.uk/,0,0,0.00,0,22500000,"[54,54,66,54,81,66,100,44,54,44,44,35]",2025-09-01,"Image pack, Video, Jobs search, People also ask, Related searches",commercial,Organic
lamborghini careers,6,6,320,25,0.00,https://careers.grange.co.uk/lamborghini,1,0,0.00,0,22500000,"[54,54,66,54,81,66,100,44,54,44,44,35]",2025-09-01,"Image pack, Video, Jobs search, People also ask, Related searches",commercial,Organic
abarth competizione,34,34,320,21,0.41,https://www.grange.co.uk/used-cars/abarth-595-competizione,0,0,0.00,0.93,2550000,"[66,66,54,54,44,44,44,44,54,54,44,54]",2025-08-29,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
range rover newport,70,70,320,18,1.34,https://www.grange.co.uk/land-rover,0,0,0.00,0.72,1830000,"[13,16,13,37,11,11,20,13,16,16,16,11]",2025-09-06,"Knowledge panel, Image pack, Sitelinks, Image, Related searches","informational, transactional",Organic
range rover newport,61,61,320,18,1.34,https://www.grange.co.uk/,0,0,0.00,0.72,1830000,"[13,16,13,37,11,11,20,13,16,16,16,11]",2025-09-06,"Knowledge panel, Image pack, Sitelinks, Image, Related searches","informational, transactional",Organic
spectre vehicle,72,72,320,45,0.00,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/spectre,0,0,0.00,0.57,9340000,"[23,29,54,100,44,100,44,0,2,36,29,23]",2025-08-29,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
spectre vehicle,32,32,320,45,0.00,https://www.grange.co.uk/rolls-royce/new-cars/spectre,0,0,0.00,0.57,9340000,"[23,29,54,100,44,100,44,0,2,36,29,23]",2025-08-29,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
astin martin dbs,47,47,320,35,0.23,https://www.grange.co.uk/aston-martin/new-cars/dbs,0,0,0.00,0.65,6950000,"[7,20,11,11,8,16,5,2,8,2,5,20]",2025-08-21,"Top stories, Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
bentley chelmsford,77,77,320,22,1.24,https://www.grange.co.uk/bentley,0,0,0.00,0.23,10,"[44,44,54,44,66,66,66,54,54,54,54,54]",2025-11-08,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
bentley chelmsford,64,64,320,22,1.24,https://www.grange.co.uk/bentley/used-cars/land-rover?branch=bentley-chelmsford,0,0,0.00,0.23,10,"[44,44,54,44,66,66,66,54,54,54,54,54]",2025-11-08,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
