Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,grange.co.uk,hrowen.co.uk,grange.co.uk (pages),hrowen.co.uk (pages),Results
aston martin suv for sale,Transactional,140,17,0.19,1.00,37,10,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx/,38500000
aston martin vantage amr,"Commercial, Informational",140,11,0.00,0.17,22,38,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-amr,https://www.hrowen.co.uk/aston-martin/vantage-range/,1210000
aston martin vantage n430,"Commercial, Informational",140,12,0.37,0.36,8,48,https://www.grange.co.uk/aston-martin/used-cars/details/aston-martin/vantage/n430-2dr-sportshift-ii?regno=F10FCB,https://www.hrowen.co.uk/aston-martin/vantage-range/,154000
aston martin western avenue,Informational,140,21,2.88,0.37,55,54,https://www.grange.co.uk/aston-martin/find-a-dealer,https://www.hrowen.co.uk/aston-martin/,4350000
aston martin works used cars,"Informational, Transactional",140,33,1.26,0.04,37,16,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,12000000
aston vanquish new,"Informational, Transactional",140,32,0.00,0.06,62,21,https://www.grange.co.uk/aston-martin/new-cars/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,9020000
aston vantage new,"Informational, Transactional",140,33,0.62,0.10,47,6,https://www.grange.co.uk/aston-martin/news/new-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,17200000
automobili lamborghini,Navigational,140,22,0.00,0.25,24,22,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/model-range/,10
benley car,Navigational,140,59,1.07,0.82,17,14,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,214000000
bentley boys,Informational,140,28,0.00,0.00,4,59,https://www.grange.co.uk/bentley/the-bentley-boys,https://www.hrowen.co.uk/news/trail-bentley-boys-bentley-blue-train/,39200000
bentley car convertible price,Transactional,140,15,1.16,1.00,50,29,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gtc-range/,18100000
bentley car models,Informational,140,42,1.07,1.00,26,3,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/model-range/,136000000
bentley car scheme,Informational,140,19,0.00,0.23,61,39,https://www.grange.co.uk/bentley/news/bentley-extraordinary,https://www.hrowen.co.uk/news/jack-barclay-bentley-apprenticeship-scheme/,5020000
bentley car used,Commercial,140,27,0.45,1.00,7,3,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,80500000
bentley careers uk,Commercial,140,32,0.00,0.00,23,26,https://careers.grange.co.uk/bentley,https://www.hrowen.co.uk/careers/,18900000
bentley cars jobs,Commercial,140,22,0.00,0.01,9,14,https://careers.grange.co.uk/bentley,https://www.hrowen.co.uk/careers/,9090000
bentley continental cost,Commercial,140,24,1.44,0.90,8,2,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,8130000
bentley continental gt buy,Transactional,140,29,0.34,1.00,44,8,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gt,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,16200000
bentley continetal,Transactional,140,36,1.39,0.88,13,7,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,28800000
bentley dealership knutsford,Navigational,140,23,0.92,0.23,62,38,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,23600
bentley for sake,Transactional,140,25,0.26,1.00,63,2,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,60100000
bentley gt green,Informational,140,22,1.32,0.70,63,90,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/news/the-legendary-bentley-continental-gt-stronger-than-ever/,30400000
bentley model,Informational,140,38,1.07,0.67,35,6,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/model-range/,223000000
bentley pre owned,Transactional,140,31,1.00,0.56,12,4,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,15600000
bentley saloon,"Commercial, Informational",140,22,1.08,0.95,9,53,https://www.grange.co.uk/bentley/used-cars/bentley/saloon,https://www.hrowen.co.uk/bentley/,9390000
bentley silver spur,Navigational,140,43,1.35,0.95,11,25,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/flying-spur-range/,4840000
bentley specialist,Commercial,140,20,1.91,0.29,50,79,https://www.grange.co.uk/bentley/find-a-dealer/bentley-chelmsford,https://www.hrowen.co.uk/bentley/,15600000
bently bentayga,"Informational, Transactional",140,39,1.03,0.91,23,5,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7360000
bently gt,Informational,140,41,1.38,0.90,11,4,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,62000000
bentyaga,"Informational, Transactional",140,32,1.01,0.89,29,10,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7720000
black rolls royce phantom,"Commercial, Informational",140,22,0.00,0.26,37,69,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/rolls-royce/phantom-range/,13200000
bnetly,Navigational,140,78,0.00,0.00,32,13,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/model-range/,205000000
bristol bentley,"Informational, Transactional",140,25,1.26,0.67,65,54,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,10700000
business park hatfield,"Commercial, Informational",140,8,3.61,0.11,61,43,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,6290000
buy bentley,Transactional,140,24,0.37,0.99,41,13,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/model-range/,163000000
car dealerships in hatfield,Commercial,140,25,1.10,0.75,8,2,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,218000
car sales jobs london uk,Commercial,140,14,0.27,0.12,96,9,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,31300000
cheap bentley cars,Commercial,140,24,0.30,0.91,34,6,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,86100000
cheap rolls royce,Commercial,140,20,0.25,0.82,83,5,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,132000000
culanin,Navigational,140,68,0.00,0.00,6,3,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/,13000000
cullinna,"Commercial, Navigational",140,57,0.38,0.48,6,4,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/,14100000
custom lamborghinis,Informational,140,23,1.03,0.11,3,92,https://www.grange.co.uk/lamborghini/ad-personam,https://www.hrowen.co.uk/lamborghini/model-range/,5300000
customised rolls royce,"Informational, Transactional",140,40,1.49,0.12,23,34,https://www.grange.co.uk/rolls-royce/bespoke,https://www.hrowen.co.uk/rolls-royce/phantom-range/phantom/,292000
db11 volante,Commercial,140,24,0.28,0.70,17,53,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11-volante,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,1250000
db11 volante aston martin,"Commercial, Informational",140,22,0.15,0.77,14,74,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,636000
db12 for sale uk,Transactional,140,11,0.23,1.00,14,9,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db12,https://www.hrowen.co.uk/aston-martin/db12-range/,66
dbx 707 price,Commercial,140,22,0.42,0.93,40,27,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx707-amr23-edition/,602000
expensive cars lamborghini,"Commercial, Informational",140,41,0.00,0.52,64,20,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/,15100000
ghost rr,"Informational, Transactional",140,32,0.30,0.58,33,17,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,27900000
great bentley garage,Informational,140,7,1.47,0.10,43,66,https://www.grange.co.uk/bentley/find-a-dealer/bentley-chelmsford,https://www.hrowen.co.uk/bentley/,11900000
gt continental,Informational,140,40,1.50,0.82,28,6,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,80800000
hatfield al10 9us,"Informational, Transactional",140,18,0.00,0.05,2,20,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,https://www.hrowen.co.uk/ferrari/location/ferrari-hatfield/,257000
hatfield cupra,"Informational, Transactional",140,16,1.52,0.90,43,39,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,46
how much are rolls royce,Informational,140,34,0.67,0.56,42,5,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/model-range/,62700000
how much does a lamborghini urus cost,Informational,140,37,0.00,0.80,11,16,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4580000
how much does an aston martin cost,Informational,140,27,0.30,0.86,33,41,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/aftersales/servicing/,40400000
how much is a bentley continental gt,Informational,140,22,1.48,0.92,6,2,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,16400000
how much is a lambo urus,Informational,140,37,0.32,0.72,4,11,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4940000
how much is a rolls royce cullinan,Informational,140,27,0.00,0.64,24,10,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/cullinan/,8220000
how much is lamborghini urus,Informational,140,40,0.00,0.87,5,7,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,18300000
huracan lamborghini interior,"Informational, Transactional",140,28,0.00,0.03,49,60,https://www.grange.co.uk/lamborghini/new-cars/huracan,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-evo-spyder/,10600000
huracan sto price,Commercial,140,21,0.00,0.55,4,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-sto,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-sto/,1440000
interior bentley flying spur,Informational,140,30,2.03,0.16,38,37,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/flying-spur-range/,4010000
interior of lamborghini huracan,Informational,140,16,0.00,0.03,18,62,https://www.grange.co.uk/lamborghini/new-cars/huracan,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-evo-spyder/,10600000
jardine motors group careers,Commercial,140,15,0.00,0.01,42,74,https://careers.grange.co.uk/about-us,https://www.hrowen.co.uk/careers/,25600
jobs at aston martin,Commercial,140,23,0.29,0.00,20,15,https://careers.grange.co.uk/aston-martin,https://www.hrowen.co.uk/careers/,82
lambirgini urus,Navigational,140,44,0.18,0.96,31,6,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,20800000
lambo aventador price,"Commercial, Navigational",140,27,0.22,0.42,51,8,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/aventador,https://www.hrowen.co.uk/lamborghini/used-cars/,3040000
lambo huracan price uk,Commercial,140,20,0.23,0.54,24,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan,https://www.hrowen.co.uk/lamborghini/huracan-range/,262000
lambo new model,"Informational, Transactional",140,61,0.00,0.10,13,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,257000000
lambo newest model,"Informational, Transactional",140,59,0.00,0.10,8,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,22900000
lambogini urus,Navigational,140,61,0.20,0.81,15,7,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,21100000
lamborchini,Navigational,140,53,1.16,0.64,10,6,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,205000000
lamborghini 4wd price,"Commercial, Navigational",140,22,0.37,0.96,46,31,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,12900000
lamborghini aventador cost uk,"Commercial, Informational",140,20,0.22,0.46,18,15,https://www.grange.co.uk/lamborghini/new-cars/aventador/lp-780-4-ultimae,https://www.hrowen.co.uk/lamborghini/used-cars/,287000
lamborghini car dealership,Commercial,140,37,1.02,0.42,6,2,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,55500000
lamborghini car lot,Commercial,140,33,1.02,0.42,5,2,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,53100000
lamborghini car prices,"Commercial, Navigational",140,26,0.56,0.94,7,5,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,21700000
lamborghini car showroom,Commercial,140,37,0.00,0.14,7,2,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-chelmsford,https://www.hrowen.co.uk/lamborghini/,35900000
lamborghini cars for sale,Transactional,140,37,0.21,0.74,35,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,104000000
lamborghini cost car,Commercial,140,28,0.00,0.52,17,5,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,29600000
lamborghini dealers near me,"Navigational, Transactional",140,36,1.12,0.76,4,2,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-tunbridge-wells,https://www.hrowen.co.uk/lamborghini/,14500000
lamborghini dealers uk,Commercial,140,28,1.20,0.60,6,1,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,5010000
lamborghini from where,Informational,140,47,0.00,0.06,5,43,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/model-range/,92300000
lamborghini huracan cost uk,"Commercial, Informational",140,15,0.23,0.54,14,4,https://www.grange.co.uk/lamborghini/new-cars/huracan/tecnica,https://www.hrowen.co.uk/lamborghini/huracan-range/,421000
lamborghini huracan performante price,Commercial,140,11,0.00,0.54,20,70,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante,https://www.hrowen.co.uk/lamborghini/huracan-range/,2030000
lamborghini huracan performante spyder,"Informational, Transactional",140,22,1.15,0.62,6,18,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante-spyder,https://www.hrowen.co.uk/news/lamborghini-huracan-performante-spyder/,1780000
lamborghini lamborghini,Navigational,140,66,0.00,0.99,26,6,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,94900000
lamborghini models list,Informational,140,43,0.00,0.37,45,7,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/model-range/,29800000
lamborghini new car,Navigational,140,41,0.00,0.06,7,5,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,218000000
lamborghini newest,Navigational,140,40,0.00,0.03,7,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,197000000
lamborghini showroom,"Commercial, Navigational",140,41,1.28,0.54,12,2,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-tunbridge-wells,https://www.hrowen.co.uk/lamborghini/location/lamborghini-mayfair/,38000000
lamborghini sport utility vehicle,Informational,140,62,0.26,0.78,9,5,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,84400000
lamborghini sto for sale,Transactional,140,10,0.20,0.91,58,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-sto,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-sto/,2460000
lamborghini urus finance,"Commercial, Informational",140,9,1.70,1.00,7,9,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/finance/,2200000
lamborghini urus performante price,Commercial,140,23,0.42,0.74,7,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/urus-performante/,1320000
lamborghini urus se price,Commercial,140,37,1.02,0.62,28,6,https://www.grange.co.uk/lamborghini/new-cars/urus/se,https://www.hrowen.co.uk/lamborghini/urus-range/urus-se/,11000000
lamborghini urus uk,Commercial,140,24,0.23,0.89,13,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4040000
lamborghini urus used,Commercial,140,16,0.17,0.66,15,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,7280000
lamborghini used approved,Informational,140,25,0.22,0.57,6,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,6770000
